Marque,Ingr,Rating,Reference
Rasasi," PEG-40 HYDROGENATED CASTOR OIL,BHT, B172401/1),#08212 ALCOHOL, OCTYLDODECANOL, GLYCERYL STEARATE, C167920/1), EVERNIA FURFURACEA EXTRACT / TREEMOSS EXTRACT, PARFUM (FRAGRANCE),BUTYL METHOXYDIBENZOYLMETHANE, ANISE ALCOHOL BHT, CI 15985 (YELLOW 6), BHT ,BENZYL BENZOATE, CITRAL,REMENT MISES &AGRAVE,AQUA / WATER, CENTAUREA CYANUS FLOWER WATER, CI 14700 (RED 4) CI 17200 (RED 33) CI 60730 (EXT",3.6,Rabwa huile parfumee mixte
Victoria's Secret,"CI 14700 (RED 4), C10-18 TRIGLYCERIDES, HYDROLYZED CORALLINA OFFICINALIS EXTRACT,YELLOW 5 8CI19140), BUTYLENE GLYCOL DICAPRYLATE/DICAPRATE, AVANT D’, SUCROSE ACETATE ISOBUTYRATE, CYAMOPSIS TETRAGONOLOBA (GUAR) GUM, CINNAMATE,HYDROXYCITRONELLAL, HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYD,4 (CI 15510), GLYCOGEN, B221265/1), CI 60730 (EXT VIOLET 2) ALCOHOL OF VEGETAL ORIGIN 80% VOL, ADENOSINE, CI 42053 (GREEN 3),ALCOHOL  DENAT",5.0,Lush Coast Santorini Neroli Water spray corporel pour femme
Reminiscence,"#08212 ALCOHOL, GERANIOL (F, DIAMOND POWDER,C BLUE NO, DISODIUM EDTA, B225622/1),BENZYL SALICYLATE, BUTYLENE GLYCOL, B226070/1),PARFUM ( FRAGRANCE),D&C VIOLET NO,I, ALPHA-ISOM ETHYL, CI 19140
(YELLOW 5), CI 77891 / TITANIUM DIOXIDE,4 (CI 15510), ADIPIC ACID NEOPENTYL GLYCOL TRIMELLITIC ANHYDRIDE COPOLYMER, HYDROXYPROPYL METHYLCELLULOSE,CITRAL, HYDROGENATED POLYISOBUTENE",4.5,Patchouli Elixir Eau de Parfum mixte
Spirit," HEXYLENE GLYCOL,LIMONENE, PARFUM(FRAGRANCE), EUGENOL, OCTYLDODECANOL, CI 14700 / RED 4 (F, CI 47005 (YELLOW 10),LINALOOL,DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, AESCULUS HIPPOCASTANUM SEED EXTRACT, CI 42090, PENTAERYTHRITYL TETREA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, CI 17200, TOURMALINE,D&C VIOLET NO, 79% VOL, ETHYLHEXYL HYDROXYSTEARATE",3.1,ONESPIRIT Eau de Parfum mixte
The Library of Fragrance," COVABSORB, CI 60730 (EXT VIOLET 2) ALCOHOL OF VEGETAL ORIGIN 80% VOL, ANISE ALCOHOL BHT, LACTIC ACID, VP/VA COPOLYMER, CENTELLA ASIATICA LEAF EXTRACT, HYDROLYZED CORALLINA OFFICINALIS EXTRACT, 60730), , 2 0, DIMETHYL OXOBENZO DIOXASILANE, OCTYLDODECYL PCA,DIENTS SONT ADAPT&EACUTE, 79% VOL, CINNAMAL –",2.6,Prickly Pear eau de cologne mixte
The Library of Fragrance," PERFLUORODECALIN,CI 60730 (EXT VIOLET 2), 4 (CI 14700), ETHYLHEXYLGLYCERIN, 5),ALCOHOL, WATER (AQUA/EAU),ETHYLHEXYL METHOXYCINNAMATE, ETHYL ACETATE, ALPHA-ISOMETHYLIONONE, BENZYL, (SD ALCOHOL 39-C), VIOLET 2, PEAT WATER, ETHYLHEXYL HYDROXYSTEARATE, CI 42090/BLUE 1, LECITHIN, STEARALKONIUM BENTONITE, CETYL ALCOHOL, VIOLET 2)",4.9,Ambergris eau de cologne mixte
DIOR," CI 60730 (EXT VIOLET 2), (SD ALCOHOL 39-C) –, TRIETHANOLAMINE, GLYCERYL CAPRYLATE, GLUCOSE, B228531/1), CI 42090 / BLUE 1, SYNTHETIC WAX, CETEARETH-30,AQUA/WATER/EAU, TRIS (TETRAMENTHYLHYDROXYPIPERIDINOL) CITRATE",3.6,Dolce Vita eau de toilette pour femme
Acqua dell' Elba," BENZYL ALCOHOL, B234239/1), CI 19140(YELLOW 5), B28669/1), COLORATIONEN),#07999 ALCOHOL, SODIUM PHOSPHATE, BENZYL BENZOATE, UREA,CI 14700/RED 4, EXT D&, 
EUGENOL, BENZYLALCOHOL, CI 14700 / RED 4",4.6,Blu Women Eau de Toilette pour femme
Jean Paul Gaultier," RED 33 / CI 17200, ALPHA-ISOMETHYL IONONE, ETHYLHEXYL HYDROXYSTEARATE, 40), TOURMALINE, STEARETH-2, BUTYLENE GLYCOL DICAPRYLATE/DICAPRATE, BUTYLENE GLYCOL
DICAPRYLATE/DICAPRATE, FD&C RED NO, SILICA, PHOSPHOLIPIDS, EVERNIA PRUNASTRI (OAK MOSS) EXTRACT –, POLYQUATERNIUM-7, CI 19140, HYDROGEN PEROXIDE,ALCOOL DENAT, TITANIUM/TITANIUM DIOXIDE, DIPROPYLENE GLYCOL, HYDROGENATED COCO-GLYCERIDES",2.5,Scandal Eau de Parfum edition limitee pour femme
Ajmal,"TES INVIT&EACUTE, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, DIMETHYL OXOBENZO DIOXASILANE, CAPRYLYL GLYCOL, CI 60730(EXT, PERFLUORODECALIN,BENZYL SALICYLATE, POLYSORBATE 60, OCTOCRYLENE ·ETHYLHEXYL METHOXYCINNAMATE ·LIMONENE, COLORATIONEN), SILICA, AQUA / WATER, (SD ALCOHOL 40-B), GERANIOL (F",3.0,Aurum Eau de Parfum pour femme
The Library of Fragrance," ETHYLHEXYL, CI 15985 / YELLOW 6, ALPHA-ISOMETHYL IONONE, TETRASODIUM PYROPHOSPHATE, JOJOBA ESTERS, SODIUM BENZOATE, PARFUM (FRAGRANCE) –, HYDROGENATED LECITHIN,S &AGRAVE, DIETHYLAMINO HYDOXYBENZOYL HEXYL BENZOATE,#09238/A ALCOHOL",4.5,Between The Sheets eau de cologne mixte
Diesel," SILICA,UTILISER UN PRODUIT DE NOTRE MARQUE, JOJOBA ESTERS, BHT, POLYSORBATE 60, PARFUM (FRAGRANCE), BISABOLOL, YELLOW 5 (CI 19140), VIOLET 2), SACCHAROMYCES COPPER FERMENT, CI 19140 (FD&C YELLOW NO, TRIETHANOLAMINE, 2 (CI 60730),ALCOOL DENAT, COCO-GLUCOSIDE, PARFUM (FRAGRANCE) ·AQUA (WATER) ·ETHYLHEXYL",3.7,Only The Brave Street Eau de Toilette pour homme
Christina Aguilera," NITROCELLULOSE,LINALOOL,C BLUE N&DEG, CI 17200(RED 33),ALCOHOL DENAT, NIACINAMIDE, CI 42090/BLUE 1, OLEA EUROPAEA (OLIVE) FRUIT OIL,#10076 ALCOHOL, STEARETH-2, ETHYL HEXYL SALICYLATE",4.3,Xperience Eau de Parfum pour femme
Bois 1920," AVANT D’, FRAGRANCE, 19140 (YELLOW 5), CETYL PEG PPG-10 1 DIMETHICONE, BENZYL SALICYLATE, COCAMIDOPROPYL BETAINE, B28669/1), CI 15850, CI 15510, CI60730 (EXT, DIHYDROXYACETONE, PARFUM (FRAGRANCE), CI 42090 (BLUE 1 LAKE)], NIACINAMIDE,#09238/A ALCOHOL,C VIOLET NO, B221715/1)",2.6,Le Voluttuose Notturno Fiorentino Eau de Parfum pour femme
Armaf," CINNAMAL, PEG-40 HYDROGENATED CASTOR OIL,4 (CI 14700), B205877/1), AUF EINEM PRODUKT FINDET SICH DIESE JEWEILS AM ENDE DER INHALTSSTOFFLISTE, AMYL CINNAMAL,TES INVIT&EACUTE,L, ADENOSINE, , CI 42090 (BLUE 1), OLEA EUROPAEA (OLIVE) FRUIT OIL, LYCIUM CHINENSE FRUIT EXTRACT, ALCOHOL OF VEGETAL ORIGIN 80% VOL,AQUA (WATER)PARFUM (FRAGRANCE)",3.5,Club de Nuit Milestone Eau de Parfum mixte
Franck Olivier," CI 42090 (FD&C BLUE NO, RED 4 (CI4700), SACCHAROMYCES IRON FERMENT, CALCIUM LACTATE, HEXYL CINNAMAL, PARFUM (FRAGRANCE) – AQUA (WATER/EAU), HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYD, BENZYL SALICYLATE, CI 19140
(YELLOW 5), VIOLET 2) ",3.1,Sunrise Eau de Toilette pour homme
Burberry,"ALCOHOL DENAT AQUA (WATER),AQUA / WATER, LIRE LA LISTE D’,#07999 ALCOHOL, PROPANEDIOL, SILICA, CI 60730 (EXT VIOLET 2), RED 33 (CI 17200), CI 42090(BLUE 1), CI 14700 (RED 4), HEXYL CINNAMAL, C251806/1), AQUA (WATER) – LIMONENE – LINALOOL – ETHYLHEXYL METHOXYCINNAMATE – BUTYL METHOXYDIBENZOYLMETHANE – CITRONELLOL – ETHYLHEXYL SALICYLATE – GERANIOL – BENZYL ALCOHOL – ISOEUGENOL – BENZYL BENZOATE – CI 60730 (EXT, GLYCOGEN, GLYCERYL STEARATE, CI 19140 (FD&C YELLOW NO, (SD ALCOHOL 39-C),1 (CI 42090), SODIUM COCOAMPHOACETATE",4.1,Touch for Women Eau de Parfum pour femme
SANTINI Cosmetic," CAPRYLYL GLYCOL, BENZOPHENONE-1, BUTYLENE GLYCOL, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE –, HYDROLYZED CORALLINA OFFICINALIS EXTRACT, B170132/1), ETHYLHEXYL, CI 14700 (RED 4) CI 17200 (RED 33) CI 60730 (EXT, PARFUM/FRAGRANCE, BUTYL METHOXYDIBENZOYLMETHANE",4.0,Antonietta Eau de Parfum pour femme
Lolita Lempicka," STYRENE/ACRYLATES COPOLYMER, CITRONELLOL, B221265/1), PEG-40 HYDROGENATED CASTOR OIL, D&C VIOLET NO,D&C VIOLET NO, LINALOOL ·COUMARIN, ETHYLHEXYL, COCO-GLUCOSIDE, HEXYL CINNAMAL, PPG-15 STEARYL ETHER, B188567/1),BHT, CITRIC ACID, TRIMETHYLSILOXYSILICATE,1% WATER SOL, CHONDRUS CRISPUS (CARRAGEENAN) POWDER, EVERNIA FURFURACEA (TREEMOSS) EXTRACT",5.0,Lolita Land Eau de Parfum pour femme
Rihanna," RED 33 / CI 17200,I, FRAGRANCE (PARFUM),875191 06, CI 47005 (YELLOW 10), GREEN 5(CI 61570), CI42090, CI 60730 (EXT, CI 17200 / RED 33, STEARETH-2, 1 (CI 42090),DIENTS PEUT FAIRE L'OBJET DE MODIFICATIONS, STEARETH-100, MALUS DOMESTICA FRUIT CELL CULTURE EXTRACT, CI 19140(YELLOW 5)",4.0,Rogue Love Eau de Parfum pour femme
DIOR,"DA L’ORÉAL REGELMÄßIG NEUE WISSENSCHAFTLICHE ERKENNTNISSE IN DIE PRODUKTFORMULIERUNG EINFLIEßEN LÄSST, CALCIUM LACTATE, C241615/1),  , BUTYLENE GLYCOL DICAPRYLATE/DICAPRATE, CI 77163 (BISMUTH OXYCHLORIDE), WATER (AQUA), AQUA (WATER), EUGENOL,ALCOHOL DENAT, PARFUM (FRAGRANCE)",5.0,Poison Girl Eau de Parfum pour femme
Ariana Grande," SACCHAROMYCES IRON FERMENT, PHENOXYETHANOL, 4 (CI 14700), PEG-90 GLYCERYL ISOSTEARATE,COUMARIN, TROMETHAMINE, TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE, CHLORPHENESIN,DIENTS ENTRANT DANS LA COMPOSITION DES PRODUITS DE NOTRE MARQUE SONT R&EACUTE, GERANIL, EUGENOL,CI 19140 (YELLOW 5)",4.8,Ari by Ariana Grande Eau de Parfum pour femme
Juicy Couture,", HEXYLENE GLYCOL, CETYL PEG PPG-10 1 DIMETHICONE, CETYL HYDROXYETHYLCELLULOSE, BHT , HYDROXYCITRONELLAL,CI 42090 (BLUE 1), 2 (CI 60730), ISOPROPYL ALCOHOL, CYAMOPSIS TETRAGONOLOBA (GUAR) GUM,1 (CI 42090),AQUA (WATER)PARFUM (FRAGRANCE)",2.0,Viva La Juicy Noir Eau de Parfum pour femme
Acqua dell' Elba," HYDROGEN PEROXIDE, ETHYLHEXYL, B221715/1), AQUA(WATER),CI 19140/YELLOW 5,C YELLOW N&DEG, 5), CHLORPHENESIN, ZUR ÜBERPRÜFUNG DER ZUSAMMENSETZUNG EINES BESTIMMTEN EINZELPRODUKTES IST DAHER STETS DIE AUF DEM PRODUKT ANGEBRACHTE INHALTSSTOFFLISTE ZU KONSULTIEREN, EVERNIA FURFURACEA EXTRACT / TREEMOSS EXTRACT, ALCOHOL, BENZYL GLYCOL, VP/VA COPOLYMER, LAURETH-2, TINOGARD TT, B44508/2), CI 60730 (EXT VIOLET 2), HELIANTHUS ANNUUS SEED OIL",4.2,Arcipelago Women Eau de Toilette pour femme
Maison Margiela," LIRE LA LISTE D'INGR&EACUTE, AMMONIUM LAURYL SULFATE,YELLOW 5 8CI19140), PROPYL GALLATE, C183783/1), VOTRE UTILISATION PERSONNELLE, CI 17200 (RED 33)- CI 60730 (EXT, POLYMETHYL METHACRYLATE, CINNAMATE,_x000D_
LOWER MASK: AQUA / WATER / EAU, HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYD, CI 42090/BLUE 1 [V1416E], CITRATE,BUTYL METHOXYDIBENZOYLMETHANE",4.6,REPLICA Springtime in a Park Eau de Toilette mixte
Banana Republic,"UTILISER UN PRODUIT DE NOTRE MARQUE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, ETHYLHEXYLGLYCERIN, 79% VOL, 33 (CI 17200), CI 17200 (RED 33)- CI 60730 (EXT, PARFUM (FRAGRANCE), MAGNESIUM ASCORBYL PHOSPHATE, PENTASODIUM PENTETATE, , BUTHYL METHOXYDIBENZOYLMETHANE,COUMARIN, GLUCOSE, RED 4 (CI 14700), HEXYLCINNAMAL,_x000D_
LOWER MASK: AQUA / WATER / EAU, BUTYLENE GLYCOL
DICAPRYLATE/DICAPRATE,C YELLOW N&DEG, D&C VIOLET NO, WATER ( AQUA)",4.7,Rosewood Amor Eau de Parfum pour femme
Just Jack,"EUGENOLCITRONELLOL, PENTASODIUM PENTETATE, IONONE, BUTYLENE GLYCOL DICAPRYLATE/DICAPRATE, C, PEAT WATER, PEG-90 GLYCERYL ISOSTEARATE,DA L’ORÉAL REGELMÄßIG NEUE WISSENSCHAFTLICHE ERKENNTNISSE IN DIE PRODUKTFORMULIERUNG EINFLIEßEN LÄSST, ADENOSINE,DIENTS SONT ADAPT&EACUTE, PROPYLENE GLYCOL, COMPOUND TO BE CHARMANTE 49389001 DROM,HYDROXYBENZOYLHEXYL BENZOATE ·BHT, AVANT D’",4.0,Italian Leather All Time Classic Eau de Parfum mixte
Jean Louis Scherrer," SODIUM BENZOATE, AQUA (WATER),PROPYLENE GLYCOL, OCTYLDODECYL PCA, CETEARYL ALCOHOL, BENZYL GLYCOL, ZUR ÜBERPRÜFUNG DER ZUSAMMENSETZUNG EINES BESTIMMTEN EINZELPRODUKTES IST DAHER STETS DIE AUF DEM PRODUKT ANGEBRACHTE INHALTSSTOFFLISTE ZU KONSULTIEREN, PARFUM (FRAGRANCE) –, CI 17200 (RED 33), DISODIUM EDTA",4.8,Jean Louis Scherrer 1979 Eau de Toilette pour femme
Jeanne Arthes,"PROPYLENE GLYCOL, CETYL PEG PPG-10 1 DIMETHICONE,1 (CI 42090), 33 (CI 17200), ACETYL TRIBUTYL CITRATE, EVERNIA PRUNASTRI (OAK MOSS) EXTRACT –, EVERNIA FURFURACEA EXTRACT / TREEMOSS EXTRACT, PEG-8, , CI 77499 (IRON OXIDES), VP/VA COPOLYMER, JOUR, EXT VIOLET 2 (C",4.3,La Ronde des Fleurs Musc Ambre Eau de Parfum pour femme
Revlon,"ALPHA-ISOMETHYL IONONE,ALCOHOL  DENAT, TRIMETHYLSILOXYSILICATE, BENZYL BENZOATE, HYDROLYZED WHEAT PROTEIN, BENZYL CINNAMATE, FD&C BLUE NO, AQUA (WATER), CI 19140 (FD&C YELLOW NO, CI 77163 (BISMUTH OXYCHLORIDE), BUTYLENE GLYCOL
DICAPRYLATE/DICAPRATE, PEG-40 HYDROGENATED CASTOR OIL, CI 14700, TOCOPHERYL ACETATE, LIMONENE, ISOBUTANE, CI 15850",1.3,Charlie White Eau de Toilette pour femme
Armani," CINNAMYL ALCOHOL, GLYCOGEN, CALCIUM LACTATE, TITANIUM/TITANIUM DIOXIDE, C241615/1), PHENOXYETHANOL, CI 15850, CI 42090 / BLUE 1, PARFUM (FRAGRANCE) AQUA (WATER) BENZYL SALICYLATE LINALOOL HEXYL CINNAMAL HYDROXYCITRONELLAL ALPHA-ISOMETHYL IONONE CITRONELLOL LIMONENE GERANIOL EUGENOL BENZYL BENZOATE BENZYL ALCOHOL CITRAL,HYDROXYCITRONELLAL, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, CI 47005 (D&C YELLOW NO, CI 17200, COVABSORB,2 (CI 60730), ZUR ÜBERPRÜFUNG DER ZUSAMMENSETZUNG EINES BESTIMMTEN EINZELPRODUKTES IST DAHER STETS DIE AUF DEM PRODUKT ANGEBRACHTE INHALTSSTOFFLISTE ZU KONSULTIEREN,, CI 60730 (EXT, LAURETH-2, PEG-7 GLYCERYL COCOATE",5.0,Code Absolu Eau de Parfum pour femme
Amouage," PIPERONYL GLUCOSIDE, B225989/1),ALCOHOL, B174423/1),Tenir hors de portée des enfants, CI 15985 / YELLOW 6, CITRAL (F,C RED N&DEG, SODIUM CHLORIDE, 5), C, AQUA (WATER) – LIMONENE – LINALOOL – ETHYLHEXYL METHOXYCINNAMATE – BUTYL METHOXYDIBENZOYLMETHANE – CITRONELLOL – ETHYLHEXYL SALICYLATE – GERANIOL – BENZYL ALCOHOL – ISOEUGENOL – BENZYL BENZOATE – CI 60730 (EXT,ETHYL ALCOHOL DENAT, BUTANE, STYRENE/ACRYLATES COPOLYMER,AQUA, D&C VIOLET NO,DIENTS SONT ADAPT&EACUTE",3.4,Journey Eau de Parfum pour femme
Just Jack," DISODIUM EDTA (F, ALCOHOL OF VEGETAL ORIGIN 80% VOL, BUTYLPHENYL METHYLPROPIONAL –,LINALOOL, LIMONENE, ANISE ALCOHOL BHT, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, EXT, OCTYLDODECANOL, CALCIUM ALUMINUM BOROSILICATE, CI 17200 (RED 33)- CI 60730 (EXT, VP/VA COPOLYMER",3.7,Adventure for Her Eau de Parfum pour femme
The Library of Fragrance,"TES INVIT&EACUTE, CI42090, 1, COUMARIN, TITANIUM / TITANIUM DIOXIDE, HEXYLCINNAMAL, BUTYROSPERMUM PARKII (SHEA BUTTER), CENTELLA ASIATICA LEAF EXTRACT, CETEARETH-30, AGAR, CI 42090 / BLUE 1, CI 47005 (D&C YELLOW NO, CI 17200 (RED 33)- CI 60730 (EXT",3.6,Violet eau de cologne pour femme
Cacharel,"875191 06,BHT, CYCLOPENTASILOXANE, C241615/1),LIMONENE, ETHYLHEXYL HYDROXYSTEARATE,4 (CI 15510), B, METHYLPROPANEDIOL, ACETYL TRIBUTYL CITRATE, RETINYL PALMITATE, DIAMOND POWDER, ANISE ALCOHOL BHT, EXT VIOLET 2 (C, CITRAL, BISABOLOL, TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE (F",4.8,Eden Eau de Parfum pour femme
Annick Goutal,"CI 42090 (BLUE 1), BENZYLALCOHOL, PHENOXYETHANOL, HYDROLYZED WHEAT PROTEIN,LINALOOL, CI 42090 / BLUE 1 , B28669/1), PENTASODIUM PENTETATE, ALPHA-ISOMETHYL IONONE – CITRAL – CITRONELLOL – COUMARIN – GERANIOL – LIMONENE – LINALOOL, [+/- CI 77491, GLYCERYL STEARATE, 
CINNAMAL, RED 4 (CI 14700), FARNESOL, DIE SICH AUS VERSCHIEDENEN BESTANDTEILEN ZUSAMMENSETZEN (Z, HEXYLENE GLYCOL,#09238/A ALCOHOL, SODIUM COCOAMPHOACETATE",4.5,Oiseaux de Nuit Nuit et Confidences Eau de Parfum pour femme
Pani Walewska,"19140),#13877 ALCOHOL, TETRASODIUM EDTA, BUTYLENE GLYCOL
DICAPRYLATE/DICAPRATE, CI 14700 (RED 4) , 40), ALPHA-ISOMETHYL IONONE – CITRAL – CITRONELLOL – COUMARIN – GERANIOL – LIMONENE – LINALOOL, ETHYLHEXYL HYDROXYSTEARATE, 1), WIRD NACHFOLGEND EINE INHALTSSTOFFLISTE FÜR JEDEN BESTANDTEIL ANGEGEBEN, SODIUM STANNATE, OCTYLDODECYL PCA, CI 77891 / TITANIUM DIOXIDE, SIE GELTEN STETS NUR FÜR DAS JEWEILS BEZEICHNETE PRODUKT MIT DER DAZU ANGEGEBENEN PRODUKT-REFERENZNUMMER, CI 60730 (EXT VIOLET 2), SACCHAROMYCES MAGNESIUM FERMENT,AQUA/WATER/EAU",3.5,Sweet Romance Eau de Parfum pour femme
Chloe,"C VIOLET NO, OCTYLDODECYL PCA,#13877 ALCOHOL,UPPER MASK: AQUA / WATER / EAU, SUCROSE ACETATE ISOBUTYRATE, DISCLAIMER:L’ORÉAL STELLT IHNEN DIE NACHSTEHENDEN INHALTSSTOFFLISTEN AUF IHREN WUNSCH ZUR VERFÜGUNG, CI 42090 / BLUE 1 , WATER (AQUA/EAU), (SD ALCOHOL 39-C) –, B188567/1), B234239/1), DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, PARFUM (FRAGRANCE) – AQUA (WATER/EAU), TRIHYDROXYSTEARIN,S &AGRAVE, DILAURYL THIODIPROPIONATE, PARFUM/FRAGRANCE, BENZYL BENZOATE, GLYCERIN",4.9,Chloe Eau de Parfum pour femme
Rihanna," CHLORPHENESIN, DIMETHICONE, METHOXYCINNAMATE, ETHYLHEXYL HYDROXYSTEARATE,AQUA (WATER)PARFUM (FRAGRANCE), PENTAERYTHRITYL TETREA-DI-T-BUTYL HYDROXYHYDROCINNAMATE,C YELLOW N&DEG, CI 60730 (EXT VIOLET 2) ALCOHOL OF VEGETAL ORIGIN 80% VOL, HYDROLYZED JOJOBA ESTERS, EUGENOL,#10076 ALCOHOL, PEG-60 HYDROGENATED CASTOR OIL, CELLULOSE GUM, ETHYL HEXYL SALICYLATE, B170132/1), SYNTHETIC FLUORPHLOGOPITE",4.0,Rogue Eau de Parfum pour femme
Mauboussin," CI 60730/EXT, BUTYL METHOXY DIBENZOYLMETHANE, CETEARYL ETHYLHEXANOATE,CI19140 (YELLOW 5), CETYL ALCOHOL,C BLUE N&DEG, TETRASODIUM EDTA,#09158/A ALCOHOL,UTILISER UN PRODUIT DE NOTRE MARQUE, AMYL CINNAMAL, OCTOCRYLENE, SYNTHETIC FLUORPHLOGOPITE,875191 06, TETRASODIUM PYROPHOSPHATE, CITRIC ACID, B205877/1), ETHYLHEXYL HYDROXYSTEARATE,#10076 ALCOHOL, TOCOPHERYL ACETATE",3.5,Pour Lui Eau de Parfum pour homme
SANTINI Cosmetic,"ETHYL ALCOHOL DENAT, BUTYLENE GLYCOL, CENTELLA ASIATICA LEAF EXTRACT, PIPERONYL GLUCOSIDE, POTASSIUM CHLORIDE, ACETYL TRIBUTYL CITRATE, ETHYLHEXYL PALMITATE, B226070/1), LYCIUM CHINENSE FRUIT EXTRACT, ISOBUTANE, SODIUM STANNATE, CI 14700 / RED 4 (F,ALCOOL DENAT",2.9,Fiorella Eau de Parfum pour femme
Lancome," HYDROLYZED COLLAGEN, CI 77499 (IRON OXIDES), CINNAMAL,19140), BUTYLPHENYL METHYLPROPIONAL –, COUMARIN, SIE GELTEN STETS NUR FÜR DAS JEWEILS BEZEICHNETE PRODUKT MIT DER DAZU ANGEGEBENEN PRODUKT-REFERENZNUMMER, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, CITRONELLYL METHYCROTONATE, VOUS &ECIRC",5.0,Idole L'Intense Eau de Parfum pour femme
The Library of Fragrance," VIOLET 2, CI 15850,PARFUM ( FRAGRANCE), CINNAMYL ALCOHOL, SODIUM STEARATE, SODIUM OLIVAMPHOACETATE, GERANIOL (F, 10), TRIETHANOLAMINE, STYRENE/ACRYLATES COPOLYMER",3.3,Laundromat eau de cologne mixte
Paris Hilton,"ETHYL ALCOHOL DENAT,C RED NO, HYDROGEN PEROXIDE, CI 14700 / RED 4, ADENOSINE,ALCOOL DENAT, ISOPROPYL ALCOHOL, BIS-BEHENYL/ISOSTEARYL/PHYTOSTERYL DIMER DILINOLEYL DIMER DILINOLEATE,METHYL 2-OCTYNOATE, PENTAERYTHRITYL TETREA-DI-T-BUTYL HYDROXYHYDROCINNAMATE,#13877 ALCOHOL,1 (CI 42090), SODIUM BENZOATE, HYDRATED SILICA, HYDROGENATED MICROCRYSTALLINE WAX, PROPANE",3.5,Platinum Rush Eau de Parfum pour femme
Calvin Klein," ISOPROPYL MYRISTATE, AQUA (WATER/EAU),GULI&EGRAVE, COLORATIONEN), ETHYLHEXYL PALMITATE,CI 14700/RED 4, CI 19140, FD&C RED NO, BENZYL ALCOHOL,#09158/A ALCOHOL",5.0,Truth for Men Eau de Toilette pour homme
Lalique," ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, RETINYL PALMITATE, CI 14700, HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYDE, CI 10316, CITRAL (F, CETEARYL ALCOHOL,C YELLOW NO, SODIUM PHOSPHATE, JOJOBA ESTERS, D&C VIOLET NO, CI 42090 (BLUE 1), PARFUM, PIPERONYL GLUCOSIDE, RED 4 (CI 14700), CI 19140(YELLOW 5)",3.0,Les Compositions Parfumees Leather Copper Eau de Parfum mixte
Avon," FARNESOL, CI60730 (EXT, ISOBUTANE,YELLOW 5 8CI19140), B174423/1), CI 16035 (FD&C RED NO,GERANIOL, AQUA (WATER) PARFUM (FRAGRANCE) ETHYLHEXYL METHOXYCINNAMATE BUTYL METHOXYDIBENZOYLMETHANE ETHYLHEXYL SALICYLATE ALPHA-ISOMETHYL IONONE LIMONENE CITRONELLOL COUMARIN HYDROXYCITRONELLAL LINALOOL CITRAL ISOEUGENOL BENZYL BENZOATE GERANIOL ANISE ALCOHOL BENZYL ALCOHOL BHT TOCOPHEROL, SILICA, LINALOOL, B170132/1), PHOSPHOLIPIDS, DISODIUM EDTA, CHONDRUS CRISPUS (CARRAGEENAN) POWDER,4 (CI 14700)",5.0,Eve Confidence Eau de Parfum pour femme
Salvatore Ferragamo,"S &AGRAVE, BIS-BEHENYL/ISOSTEARYL/PHYTOSTERYL DIMER DILINOLEYL DIMER DILINOLEATE, PARFUM (FRAGRANCE) AQUA (WATER) BENZYL SALICYLATE LINALOOL HEXYL CINNAMAL HYDROXYCITRONELLAL ALPHA-ISOMETHYL IONONE CITRONELLOL LIMONENE GERANIOL EUGENOL BENZYL BENZOATE BENZYL ALCOHOL CITRAL, PARFUM/FRAGRANCE ·AQUA/WATER/EAU, B221265/1), CI 17200(RED 33), WATER (AQUA), SODIUM PHOSPHATE, B234239/1), 80% VOL, KÖNNEN VON EINER REFERENZ VERSCHIEDENE VERSIONEN MIT UNTERSCHIEDLICHEN ZUSAMMENSETZUNGEN IM UMLAUF SEIN, PIPERONYL GLUCOSIDE, LACTIC ACID, ANISE ALCOHOL BHT, BENZOPHENONE-3, PARAFFINUM LIQUIDUM",4.2,Amo Ferragamo Eau de Parfum pour femme
Amouage," OLEA EUROPAEA (OLIVE) FRUIT OIL, , EUGENOL,C VIOLET NO, SODIUM OLIVAMPHOACETATE, CI 77891 (TITANIUM DIOXIDE), PEG-60 HYDROGENATED CASTOR OIL, CI 15985 (YELLOW 6), BISABOLOL, HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYD,#12194/A ALCOHOL, DIPROPYLENE GLYCOL",5.0,Sunshine Eau de Parfum pour femme
